일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명
1143,642002,642002,J,정보통신업,64,우편 및 통신업,642,전기 통신업,6420,기타 전기 통신업,통신 재판매업,1,61291,J,정보통신업,61,우편 및 통신업,612,전기 통신업,6129,기타 전기 통신업,통신 재판매업,1,,,통신 재판매업,61291,통신 재판매업
1144,642003,642003,J,정보통신업,64,우편 및 통신업,642,전기 통신업,6420,기타 전기 통신업,그 외 기타 전기 통신업,1,61299,J,정보통신업,61,우편 및 통신업,612,전기 통신업,6129,기타 전기 통신업,그 외 기타 전기 통신업,1,,,그 외 기타 전기 통신업,61299,그 외 기타 전기 통신업
1145,642004,642004,J,정보통신업,64,정보서비스업,642,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",6420,포털 및 기타 인터넷 정보 매개 서비스업,포털 및 기타 인터넷 정보 매개 서비스업,1,63120,J,정보통신업,63,정보서비스업,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",6312,포털 및 기타 인터넷 정보 매개 서비스업,포털 및 기타 인터넷 정보 매개 서비스업,1,,,포털 및 기타 인터넷 정보 매개 서비스업,63120,포털 및 기타 인터넷 정보 매개 서비스업
1146,642001,642005,J,정보통신업,64,우편 및 통신업,642,전기 통신업,6420,유선 통신업,유선 통신업,1,61210,J,정보통신업,61,우편 및 통신업,612,전기 통신업,6121,유선 통신업,유선 통신업,1,,,유선통신업,61210,유선통신업
1147,721000,721000,J,정보통신업,72,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",721,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",7210,"컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터 시스템 통합 자문 및 구축 서비스업,1,62021,J,정보통신업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202,"컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터 시스템 통합 자문 및 구축 서비스업,1,,,컴퓨터시스템 통합 자문 및 구축 서비스업,62021,컴퓨터시스템 통합 자문 및 구축 서비스업
1148,721000,721001,J,정보통신업,72,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",721,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",7210,"컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터시설 관리업,1,62022,J,정보통신업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6202,"컴퓨터 시스템 통합 자문, 구축 및 관리업",컴퓨터시설 관리업,1,,,컴퓨터 시설 관리업,62022,컴퓨터 시설 관리업
1149,722000,722000,J,정보통신업,72,출판업,722,소프트웨어 개발 및 공급업,7220,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,1,58222,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,응용 소프트웨어 개발 및 공급업,1,,,응용 소프트웨어 개발 및 공급업,58222,응용 소프트웨어 개발 및 공급업
1150,722000,722001,J,정보통신업,72,출판업,722,소프트웨어 개발 및 공급업,7220,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업,1,58211,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5821,게임 소프트웨어 개발 및 공급업,유선 온라인 게임 소프트웨어 개발 및 공급업,1,,,유선 온라인 게임 소프트웨어 개발 및 공급업,58211,온라인ㆍ모바일 게임 소프트웨어 개발 및 공급업
1151,722000,722002,J,정보통신업,72,출판업,722,소프트웨어 개발 및 공급업,7220,게임 소프트웨어 개발 및 공급업,모바일 게임 소프트웨어 개발 및 공급업,1,58212,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5821,게임 소프트웨어 개발 및 공급업,모바일 게임 소프트웨어 개발 및 공급업,1,,,모바일 게임 소프트웨어 개발 및 공급업,58211,온라인ㆍ모바일 게임 소프트웨어 개발 및 공급업
1152,722000,722003,J,정보통신업,72,출판업,722,소프트웨어 개발 및 공급업,7220,게임 소프트웨어 개발 및 공급업,기타 게임 소프트웨어 개발 및 공급업,1,58219,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5821,게임 소프트웨어 개발 및 공급업,기타 게임 소프트웨어 개발 및 공급업,1,,,기타 게임 소프트웨어 개발 및 공급업,58219,기타 게임 소프트웨어 개발 및 공급업
1153,722000,722004,J,정보통신업,72,출판업,722,소프트웨어 개발 및 공급업,7220,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업,1,58221,J,정보통신업,58,출판업,582,소프트웨어 개발 및 공급업,5822,시스템ㆍ응용 소프트웨어 개발 및 공급업,시스템 소프트웨어 개발 및 공급업,1,,,시스템 소프트웨어 개발 및 공급업,58221,시스템 소프트웨어 개발 및 공급업
1154,722000,722005,J,정보통신업,72,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",722,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",7220,컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업,1,62010,J,정보통신업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6201,컴퓨터 프로그래밍 서비스업,컴퓨터 프로그래밍 서비스업,1,,,컴퓨터 프로그래밍 서비스업,62010,컴퓨터 프로그래밍 서비스업
1155,723000,723000,J,정보통신업,72,정보서비스업,723,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",7230,"자료 처리, 호스팅 및 관련 서비스업",자료 처리업,1,63111,J,정보통신업,63,정보서비스업,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",6311,"자료 처리, 호스팅 및 관련 서비스업",자료 처리업,1,,,자료 처리업,63111,자료 처리업
1156,723000,723001,J,정보통신업,72,정보서비스업,723,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",7230,"자료 처리, 호스팅 및 관련 서비스업",호스팅 및 관련 서비스업,1,63112,J,정보통신업,63,정보서비스업,631,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",6311,"자료 처리, 호스팅 및 관련 서비스업",호스팅 및 관련 서비스업,1,,,호스팅 및 관련 서비스업,63112,호스팅 및 관련 서비스업
1157,724000,724000,J,정보통신업,72,정보서비스업,724,기타 정보 서비스업,7240,그 외 기타 정보 서비스업,데이터베이스 및 온라인 정보 제공업,1,63991,J,정보통신업,63,정보서비스업,639,기타 정보 서비스업,6399,그 외 기타 정보 서비스업,데이터베이스 및 온라인 정보 제공업,1,,,데이터베이스 및 온라인정보 제공업,63991,데이터베이스 및 온라인정보 제공업
1158,724000,724001,J,정보통신업,72,정보서비스업,724,기타 정보 서비스업,7240,뉴스 제공업,뉴스 제공업,1,63910,J,정보통신업,63,정보서비스업,639,기타 정보 서비스업,6391,뉴스 제공업,뉴스 제공업,1,,,뉴스 제공업,63910,뉴스 제공업
1159,724000,724002,J,정보통신업,72,정보서비스업,724,기타 정보 서비스업,7240,그 외 기타 정보 서비스업,그 외 기타 정보 서비스업,1,63999,J,정보통신업,63,정보서비스업,639,기타 정보 서비스업,6399,그 외 기타 정보 서비스업,그 외 기타 정보 서비스업,1,,,그 외 기타 정보 서비스업,63999,그 외 기타 정보 서비스업
1160,729000,729000,J,정보통신업,72,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",729,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",7290,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,1,62090,J,정보통신업,62,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",620,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",6209,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,1,,,기타 정보기술 및 컴퓨터 운영 관련 서비스업,62090,기타 정보기술 및 컴퓨터 운영 관련 서비스업
1161,921100,921100,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9211,"영화, 비디오물 및 방송 프로그램 배급업","영화, 비디오물 및 방송 프로그램 배급업",1,59130,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5913,"영화, 비디오물 및 방송 프로그램 배급업","영화, 비디오물 및 방송 프로그램 배급업",1,,,"영화, 비디오물 및 방송프로그램 배급업",59130,"영화, 비디오물 및 방송프로그램 배급업"
1162,921200,921200,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9212,영화 및 비디오물 상영업,영화관 운영업,1,59141,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5914,영화 및 비디오물 상영업,영화관 운영업,1,,,영화관 운영업,59141,영화관 운영업
1163,921301,921301,J,정보통신업,92,방송업,921,라디오 방송업,9213,라디오 방송업,라디오 방송업,1,60100,J,정보통신업,60,방송업,601,라디오 방송업,6010,라디오 방송업,라디오 방송업,1,,,라디오 방송업,60100,라디오 방송업
1164,921302,921302,J,정보통신업,92,방송업,921,텔레비전 방송업,9213,지상파 방송업,지상파 방송업,1,60210,J,정보통신업,60,방송업,602,텔레비전 방송업,6021,지상파 방송업,지상파 방송업,1,,,지상파 방송업,60210,지상파 방송업
1165,921303,921303,J,정보통신업,92,방송업,921,텔레비전 방송업,9213,"유선, 위성 및 기타 방송업",유선 방송업,1,60222,J,정보통신업,60,방송업,602,텔레비전 방송업,6022,"유선, 위성 및 기타 방송업",유선 방송업,1,,,유선방송업,60222,유선방송업
1166,921304,921304,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9213,"영화, 비디오물 및 방송 프로그램 제작업",방송 프로그램 제작업,1,59114,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송 프로그램 제작업",방송 프로그램 제작업,1,,,방송 프로그램 제작업,59114,방송 프로그램 제작업
1167,921303,921305,J,정보통신업,92,방송업,921,텔레비전 방송업,9213,"유선, 위성 및 기타 방송업",위성 및 기타 방송업,1,60229,J,정보통신업,60,방송업,602,텔레비전 방송업,6022,"유선, 위성 및 기타 방송업",위성 및 기타 방송업,1,,,위성 및 기타 방송업,60229,위성 및 기타 방송업
1168,921304,921306,J,정보통신업,92,방송업,921,텔레비전 방송업,9213,"유선, 위성 및 기타 방송업",프로그램 공급업,1,60221,J,정보통신업,60,방송업,602,텔레비전 방송업,6022,"유선, 위성 및 기타 방송업",프로그램 공급업,1,,,프로그램 공급업,60221,프로그램 공급업
1169,921501,921501,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9215,"영화, 비디오물 및 방송 프로그램 제작업",광고 영화 및 비디오물 제작업,1,59113,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송 프로그램 제작업",광고 영화 및 비디오물 제작업,1,,,광고 영화 및 비디오물 제작업,59113,광고 영화 및 비디오물 제작업
1170,921502,921502,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9215,"영화, 비디오물 및 방송 프로그램 제작업",일반 영화 및 비디오물 제작업,1,59111,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송 프로그램 제작업",일반 영화 및 비디오물 제작업,2,1,,일반 영화 및 비디오물 제작업,59111,일반 영화 및 비디오물 제작업
1171,921503,921503,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9215,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",1,59120,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5912,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업","영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",1,,,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",59120,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업"
1172,921502,921504,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9215,"영화, 비디오물 및 방송 프로그램 제작업",애니메이션 영화 및 비디오물 제작업,1,59112,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송 프로그램 제작업",애니메이션 영화 및 비디오물 제작업,1,,,애니메이션 영화 및 비디오물 제작업,59112,애니메이션 영화 및 비디오물 제작업
1173,921502,921505,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,921,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9215,"영화, 비디오물 및 방송 프로그램 제작업",미디어콘텐츠창작업,1,59111,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5911,"영화, 비디오물 및 방송 프로그램 제작업",일반 영화 및 비디오물 제작업,2,,미디어콘텐츠창작업,일반 영화 및 비디오물 제작업,59111,일반 영화 및 비디오물 제작업
1174,924901,924901,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,924,오디오물 출판 및 원판 녹음업,9249,오디오물 출판 및 원판 녹음업,녹음시설 운영업,1,59202,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,592,오디오물 출판 및 원판 녹음업,5920,오디오물 출판 및 원판 녹음업,녹음시설 운영업,1,,,녹음시설 운영업,59202,녹음시설 운영업
1175,924910,924910,J,정보통신업,92,영상ㆍ오디오 기록물 제작 및 배급업,924,"영화, 비디오물, 방송 프로그램 제작 및 배급업",9249,영화 및 비디오물 상영업,비디오물 감상실 운영업,1,59142,J,정보통신업,59,영상ㆍ오디오 기록물 제작 및 배급업,591,"영화, 비디오물, 방송 프로그램 제작 및 배급업",5914,영화 및 비디오물 상영업,비디오물 감상실 운영업,1,,,비디오물 감상실 운영업,59142,비디오물 감상실 운영업
1176,,641100,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6411,중앙은행,중앙은행,1,64110,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6411,중앙은행,중앙은행,1,,,중앙은행,64110,중앙은행
1177,659201,659201,K,금융 및 보험업,65,금융업,659,은행 및 저축기관,6592,일반은행,국내은행,1,64121,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6412,일반은행,국내은행,1,,,국내은행,64121,국내은행
1178,659202,659202,K,금융 및 보험업,65,금융업,659,은행 및 저축기관,6592,신용조합 및 저축기관,신용조합,1,64131,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6413,신용조합 및 저축기관,신용조합,1,,,신용조합,64131,신용조합
1179,659203,659203,K,금융 및 보험업,65,금융업,659,기타 금융업,6592,여신 금융업,그 외 기타 여신 금융업,1,64919,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,그 외 기타 여신 금융업,3,,금융기관 이외,그 외 기타 여신금융업,64919,그 외 기타 여신금융업
1180,659204,659204,K,금융 및 보험업,65,금융업,659,기타 금융업,6592,여신 금융업,그 외 기타 여신 금융업,1,64919,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,그 외 기타 여신 금융업,3,,전당포업,그 외 기타 여신금융업,64919,그 외 기타 여신금융업
1181,659205,659205,K,금융 및 보험업,65,금융업,659,은행 및 저축기관,6592,신용조합 및 저축기관,상호 저축은행 및 기타 저축기관,1,64132,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6413,신용조합 및 저축기관,상호 저축은행 및 기타 저축기관,1,,,상호저축은행 및 기타 저축기관,64132,상호저축은행
1181,659205,659205,K,금융 및 보험업,65,금융업,659,은행 및 저축기관,6592,신용조합 및 저축기관,상호 저축은행 및 기타 저축기관,1,64132,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6413,신용조합 및 저축기관,상호 저축은행 및 기타 저축기관,1,,,  ,64139,기타 저축기관
1182,659206,659206,K,금융 및 보험업,65,금융업,659,기타 금융업,6592,여신 금융업,신용카드 및 할부 금융업,1,64913,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,신용카드 및 할부 금융업,1,,,신용카드 및 할부금융업,64913,신용카드 및 할부금융업
1183,659201,659207,K,금융 및 보험업,65,금융업,659,은행 및 저축기관,6592,일반은행,외국은행,1,64122,K,금융 및 보험업,64,금융업,641,은행 및 저축기관,6412,일반은행,외국은행,1,,,외국은행,64122,외국은행
1184,659206,659208,K,금융 및 보험업,65,금융업,659,기타 금융업,6592,여신 금융업,금융 리스업,1,64911,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,금융 리스업,1,,,금융리스업,64911,금융리스업
1185,659206,659209,K,금융 및 보험업,65,금융업,659,기타 금융업,6592,여신 금융업,개발 금융기관,1,64912,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,개발 금융기관,1,,,개발금융기관,64912,개발금융기관
1186,659900,659900,K,금융 및 보험업,65,금융업,659,신탁업 및 집합 투자업,6599,신탁업 및 집합 투자업,기타 금융 투자업,1,64209,K,금융 및 보험업,64,금융업,642,신탁업 및 집합 투자업,6420,신탁업 및 집합 투자업,기타 금융 투자업,1,,,기타 금융 투자업,64209,기타 투자기관
1187,659902,659902,K,금융 및 보험업,65,금융업,659,기타 금융업,6599,그 외 기타 금융업,그 외 기타 분류 안된 금융업,1,64999,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,그 외 기타 분류 안된 금융업,1,,,그 외 기타 분류 안된 금융업,64999,그 외 기타 분류 안된 금융업
1188,659900,659903,K,금융 및 보험업,65,금융업,659,신탁업 및 집합 투자업,6599,신탁업 및 집합 투자업,신탁업 및 집합 투자업,1,64201,K,금융 및 보험업,64,금융업,642,신탁업 및 집합 투자업,6420,신탁업 및 집합 투자업,신탁업 및 집합 투자업,1,,,신탁업 및 집합투자업,64201,자산운용회사
1189,659902,659904,K,금융 및 보험업,65,금융업,659,기타 금융업,6599,여신 금융업,그 외 기타 여신 금융업,1,64919,K,금융 및 보험업,64,금융업,649,기타 금융업,6491,여신 금융업,그 외 기타 여신 금융업,3,1,,그 외 기타 여신금융업,64919,그 외 기타 여신금융업
1190,659902,659905,K,금융 및 보험업,65,금융업,659,기타 금융업,6599,그 외 기타 금융업,기금 운영업,1,64991,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,기금 운영업,1,,,기금 운영업,64991,기금 운영업
1191,659902,659906,K,금융 및 보험업,65,금융업,659,기타 금융업,6599,그 외 기타 금융업,지주회사,1,64992,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,지주회사,1,,,지주회사,64992,금융지주회사
1191,659902,659906,K,금융 및 보험업,65,금융업,659,기타 금융업,6599,그 외 기타 금융업,지주회사,1,64992,K,금융 및 보험업,64,금융업,649,기타 금융업,6499,그 외 기타 금융업,지주회사,1,,,  ,71520,비금융지주회사
1192,660100,660100,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6601,생명보험업,생명보험업,1,65110,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6511,생명보험업,생명보험업,1,,,생명 보험업,65110,생명 보험업
1193,660101,660101,K,금융 및 보험업,66,보험 및 연금업,660,재보험업,6601,재보험업,재보험업,1,65200,K,금융 및 보험업,65,보험 및 연금업,652,재보험업,6520,재보험업,재보험업,1,,,재보험업,65200,재보험업
1194,660301,660301,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,손해 및 보증보험업,손해보험업,1,65121,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6512,손해 및 보증보험업,손해보험업,3,,"자동차보험, 해상보험",손해 보험업,65121,손해 보험업
1195,660302,660302,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,손해 및 보증보험업,손해보험업,1,65121,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6512,손해 및 보증보험업,손해보험업,3,,화재보험,손해 보험업,65121,손해 보험업
1196,660303,660303,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,손해 및 보증보험업,손해보험업,1,65121,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6512,손해 및 보증보험업,손해보험업,3,1,,손해 보험업,65121,손해 보험업
1197,660303,660304,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,손해 및 보증보험업,보증보험업,1,65122,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6512,손해 및 보증보험업,보증보험업,1,,,보증 보험업,65122,보증 보험업
1198,660303,660305,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,사회보장보험업,건강보험업,1,65131,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6513,사회보장보험업,건강보험업,1,,,건강 보험업,65131,건강 보험업
1199,660303,660306,K,금융 및 보험업,66,보험 및 연금업,660,보험업,6603,사회보장보험업,산업 재해 및 기타 사회보장보험업,1,65139,K,금융 및 보험업,65,보험 및 연금업,651,보험업,6513,사회보장보험업,산업 재해 및 기타 사회보장보험업,1,,,산업재해 및 기타 사회보장 보험업,65139,산업재해 및 기타 사회보장 보험업
1200,660303,660307,K,금융 및 보험업,66,보험 및 연금업,660,연금 및 공제업,6603,연금 및 공제업,개인 공제업,1,65301,K,금융 및 보험업,65,보험 및 연금업,653,연금 및 공제업,6530,연금 및 공제업,개인 공제업,1,,,개인 공제업,65301,개인 공제업
1201,660303,660308,K,금융 및 보험업,66,보험 및 연금업,660,연금 및 공제업,6603,연금 및 공제업,사업 공제업,1,65302,K,금융 및 보험업,65,보험 및 연금업,653,연금 및 공제업,6530,연금 및 공제업,사업 공제업,1,,,사업 공제업,65302,사업 공제업
1202,660303,660309,K,금융 및 보험업,66,보험 및 연금업,660,연금 및 공제업,6603,연금 및 공제업,연금업,1,65303,K,금융 및 보험업,65,보험 및 연금업,653,연금 및 공제업,6530,연금 및 공제업,연금업,1,,,연금업,65303,연금업
1203,671201,671201,K,금융 및 보험업,67,금융 및 보험관련 서비스업,671,금융 지원 서비스업,6712,기타 금융 지원 서비스업,그 외 기타 금융 지원 서비스업,1,66199,K,금융 및 보험업,66,금융 및 보험관련 서비스업,661,금융 지원 서비스업,6619,기타 금융 지원 서비스업,그 외 기타 금융 지원 서비스업,2,,국공채를 매입하여 증권회사에 직접 납품,그 외 기타 금융 지원 서비스업,66199,그 외 기타 금융 지원 서비스업
1204,671202,671202,K,금융 및 보험업,67,금융 및 보험관련 서비스업,671,금융 지원 서비스업,6712,증권 및 선물 중개업,증권 중개업,1,66121,K,금융 및 보험업,66,금융 및 보험관련 서비스업,661,금융 지원 서비스업,6612,증권 및 선물 중개업,증권 중개업,1,,,증권 중개업,66121,증권 중개업
