,일련번호,2018년 귀속(현행)업종코드,2019년 귀속(개편후)업종코드,국세청_대분류코드,국세청_대분류,국세청_중분류코드,국세청_중분류,국세청_소분류코드,국세청_소분류,국세청_세분류코드,국세청_세분류,국세청_세세분류,국세청_연계,KSIC10_코드,KSIC10_대분류코드,KSIC10_대분류,KSIC10_중분류코드,KSIC10_중분류,KSIC10_소분류코드,KSIC10_소분류,KSIC10_세분류코드,KSIC10_세분류,KSIC10_세세분류,KSIC10_연계,메인,세부설명,KSIC10_항목명,KSIC9_코드,KSIC9_항목명,KSIC_CODE,산업명
1600,1256.0,741107.0,741107.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,법무관련 서비스업,7411.0,법무관련 서비스업,법무사업,1.0,71103.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,711.0,법무관련 서비스업,7110.0,법무관련 서비스업,법무사업,1,,,법무사업,71103.0,법무사업,M71103,
1601,1257.0,741108.0,741108.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,법무관련 서비스업,7411.0,법무관련 서비스업,기타 법무관련 서비스업(집행관),1.0,71109.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,711.0,법무관련 서비스업,7110.0,법무관련 서비스업,기타 법무관련 서비스업,5,,집행관,기타 법무관련 서비스업,71109.0,기타 법무관련 서비스업,M71109,
1602,1258.0,741109.0,741109.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,법무관련 서비스업,7411.0,법무관련 서비스업,기타 법무관련 서비스업,1.0,71109.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,711.0,법무관련 서비스업,7110.0,법무관련 서비스업,기타 법무관련 서비스업,5,,행정사,기타 법무관련 서비스업,71109.0,기타 법무관련 서비스업,M71109,
1603,1259.0,741110.0,741110.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,법무관련 서비스업,7411.0,법무관련 서비스업,기타 법무관련 서비스업(노무사),1.0,71109.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,711.0,법무관련 서비스업,7110.0,법무관련 서비스업,기타 법무관련 서비스업,5,,공인노무사,기타 법무관련 서비스업,71109.0,기타 법무관련 서비스업,M71109,
1604,1260.0,741109.0,741114.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,법무관련 서비스업,7411.0,법무관련 서비스업,기타 법무관련 서비스업,1.0,71109.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,711.0,법무관련 서비스업,7110.0,법무관련 서비스업,기타 법무관련 서비스업,5,1.0,,기타 법무관련 서비스업,71109.0,기타 법무관련 서비스업,M71109,
1605,1261.0,741201.0,741201.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,세무사업,1.0,71202.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,세무사업,2,1.0,,세무사업,71202.0,세무사업,M71202,
1606,1262.0,741202.0,741202.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,공인회계사업,1.0,71201.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,공인회계사업,2,1.0,,공인회계사업,71201.0,공인회계사업,M71201,
1607,1263.0,741203.0,741203.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,세무사업(기장대리),2.0,71202.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,세무사업,2,,세무사의 기장대리 보수,세무사업,71202.0,세무사업,M71202,
1608,1263.0,741203.0,741203.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,기타 회계 관련 서비스업,2.0,71209.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,기타 회계 관련 서비스업,2,2.0,기장대리 보수(세무사 제외),기타 회계 관련 서비스업,71209.0,기타 회계 관련 서비스업,M71209,
1609,1264.0,741204.0,741204.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,공인회계사업(기장대리),2.0,71201.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,공인회계사업,2,,공인회계사의 기장대리 보수,공인회계사업,71201.0,공인회계사업,M71201,
1610,1264.0,741204.0,741204.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회계 및 세무관련 서비스업,7412.0,회계 및 세무관련 서비스업,기타 회계 관련 서비스업,2.0,71209.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,712.0,회계 및 세무관련 서비스업,7120.0,회계 및 세무관련 서비스업,기타 회계 관련 서비스업,2,2.0,기장대리 보수(공인회계사 제외),기타 회계 관련 서비스업,71209.0,기타 회계 관련 서비스업,M71209,
1611,1265.0,741300.0,741300.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,시장 조사 및 여론 조사업,7413.0,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업,1.0,71400.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,714.0,시장 조사 및 여론 조사업,7140.0,시장 조사 및 여론 조사업,시장 조사 및 여론 조사업,1,,,시장조사 및 여론조사업,71400.0,시장조사 및 여론조사업,M71400,
1612,1266.0,741400.0,741400.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회사 본부 및 경영 컨설팅 서비스업,7414.0,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,1.0,71531.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,715.0,회사본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,2,1.0,,경영컨설팅업,71531.0,경영컨설팅업,M71531,
1613,1267.0,741401.0,741401.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회사 본부 및 경영 컨설팅 서비스업,7414.0,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업(경영지도사),1.0,71531.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,715.0,회사본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,경영 컨설팅업,2,,경영지도사,경영컨설팅업,71531.0,경영컨설팅업,M71531,
1614,1268.0,741400.0,741403.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,741.0,회사 본부 및 경영 컨설팅 서비스업,7414.0,경영 컨설팅 및 공공 관계 서비스업,공공관계 서비스업,1.0,71532.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,715.0,회사본부 및 경영 컨설팅 서비스업,7153.0,경영 컨설팅 및 공공 관계 서비스업,공공관계 서비스업,1,,,공공관계 서비스업,71532.0,공공관계 서비스업,M71532,
1615,1269.0,742101.0,742101.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7421.0,"측량, 지질 조사 및 지도 제작업",측량업,1.0,72921.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7292.0,"측량, 지질 조사 및 지도 제작업",측량업,1,,,측량업,72921.0,측량업,M72921,
1616,1270.0,742102.0,742102.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7421.0,"측량, 지질 조사 및 지도 제작업",지도 제작업,1.0,72924.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7292.0,"측량, 지질 조사 및 지도 제작업",지도 제작업,1,,,지도제작업,72924.0,지도제작업,M72924,
1617,1271.0,742103.0,742103.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,1.0,72111.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211.0,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,2,1.0,,건축설계 및 관련 서비스업,72111.0,건축설계 및 관련 서비스업,M72111,"건설업, 건축기술 서비스"
1618,1272.0,742104.0,742104.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,엔지니어링 서비스업,기타 엔지니어링 서비스업,1.0,72129.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212.0,엔지니어링 서비스업,기타 엔지니어링 서비스업,1,,,기타 엔지니어링 서비스업,72129.0,기타 엔지니어링 서비스업,M72129,"건설업, 건축기술 서비스"
1619,1273.0,742105.0,742105.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업(건축사),1.0,72111.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211.0,건축 및 조경 설계 서비스업,건축 설계 및 관련 서비스업,2,,건축사,건축설계 및 관련 서비스업,72111.0,건축설계 및 관련 서비스업,M72111,"건설업, 건축기술 서비스"
1620,1274.0,742106.0,742106.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업(기술사),1.0,72121.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212.0,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,2,,기술사,건물 및 토목엔지니어링 서비스업,72121.0,건물 및 토목엔지니어링 서비스업,M72121,"건설업, 건축기술 서비스"
1621,1275.0,742103.0,742107.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,건축 및 조경 설계 서비스업,도시 계획 및 조경 설계 서비스업,1.0,72112.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211.0,건축 및 조경 설계 서비스업,도시 계획 및 조경 설계 서비스업,1,,,도시계획 및 조경설계 서비스업,72112.0,도시계획 및 조경설계 서비스업,M72112,"건설업, 건축기술 서비스"
1622,1276.0,742103.0,742108.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7421.0,"측량, 지질 조사 및 지도 제작업",제도업,1.0,72922.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7292.0,"측량, 지질 조사 및 지도 제작업",제도업,1,,,제도업,72922.0,제도업,M72922,
1623,1277.0,742104.0,742109.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,1.0,72121.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212.0,엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,2,1.0,,건물 및 토목엔지니어링 서비스업,72121.0,건물 및 토목엔지니어링 서비스업,M72121,"건설업, 건축기술 서비스"
1624,1278.0,742104.0,742110.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7421.0,엔지니어링 서비스업,환경 관련 엔지니어링 서비스업,1.0,72122.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",721.0,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212.0,엔지니어링 서비스업,환경 관련 엔지니어링 서비스업,1,,,환경 관련 엔지니어링 서비스업,72122.0,환경컨설팅 및 관련 엔지니어링 서비스업,M72122,"건설업, 건축기술 서비스"
1625,1279.0,742104.0,742113.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7421.0,"측량, 지질 조사 및 지도 제작업",지질 조사 및 탐사업,1.0,72923.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7292.0,"측량, 지질 조사 및 지도 제작업",지질 조사 및 탐사업,1,,,지질조사 및 탐사업,72923.0,지질조사 및 탐사업,M72923,
1626,1280.0,742201.0,742201.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7422.0,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",1.0,72919.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7291.0,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",2,1.0,,"기타 기술 시험, 검사 및 분석업",72919.0,"기타 기술 시험, 검사 및 분석업",M72919,
1627,1281.0,742202.0,742202.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7422.0,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업(기술지도사)",1.0,72919.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7291.0,"기술 시험, 검사 및 분석업","기타 기술 시험, 검사 및 분석업",2,,기술지도사,"기타 기술 시험, 검사 및 분석업",72919.0,"기타 기술 시험, 검사 및 분석업",M72919,
1628,1282.0,742201.0,742203.0,M,"전문, 과학 및 기술 서비스업",74.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",742.0,기타 과학기술 서비스업,7422.0,"기술 시험, 검사 및 분석업",물질 성분 검사 및 분석업,1.0,72911.0,M,"전문, 과학 및 기술 서비스업",72.0,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",729.0,기타 과학기술 서비스업,7291.0,"기술 시험, 검사 및 분석업",물질 성분 검사 및 분석업,1,,,물질성분 검사 및 분석업,72911.0,물질성분 검사 및 분석업,M72911,
1629,1283.0,743001.0,743001.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,743.0,광고업,7430.0,기타 광고업,옥외 및 전시 광고업,1.0,71391.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,713.0,광고업,7139.0,기타 광고업,옥외 및 전시 광고업,1,,,옥외 및 전시 광고업,71391.0,옥외 및 전시 광고업,M71391,
1630,1284.0,743002.0,743002.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,743.0,광고업,7430.0,광고 대행업,광고 대행업,1.0,71310.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,713.0,광고업,7131.0,광고 대행업,광고 대행업,1,,,광고 대행업,71310.0,광고 대행업,M71310,
1631,1285.0,743002.0,743003.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,743.0,광고업,7430.0,기타 광고업,광고 매체 판매업,1.0,71392.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,713.0,광고업,7139.0,기타 광고업,광고 매체 판매업,1,,,광고매체 판매업,71392.0,광고매체 판매업,M71392,
1632,1286.0,743002.0,743004.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,743.0,광고업,7430.0,기타 광고업,"광고물 문안, 도안, 설계 등 작성업",1.0,71393.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,713.0,광고업,7139.0,기타 광고업,"광고물 문안, 도안, 설계 등 작성업",1,,,"광고물 문안, 도안, 설계 등 작성업",71393.0,광고물 작성업,M71393,
1633,1287.0,743002.0,743005.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,743.0,광고업,7430.0,기타 광고업,그 외 기타 광고 관련 서비스업,1.0,71399.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,713.0,광고업,7139.0,기타 광고업,그 외 기타 광고 관련 서비스업,1,,,그 외 기타 광고 관련 서비스업,71399.0,그 외 기타 광고업,M71399,
1634,1288.0,749400.0,749400.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,사진 촬영 및 처리업,7494.0,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,1.0,73301.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",733.0,사진 촬영 및 처리업,7330.0,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,2,1.0,,인물 사진 및 행사용 영상 촬영업,73301.0,인물 사진 및 행사용 비디오 촬영업,M73301,
1635,1289.0,749400.0,749402.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,사진 촬영 및 처리업,7494.0,사진 촬영 및 처리업,상업용 사진 촬영업,1.0,73302.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",733.0,사진 촬영 및 처리업,7330.0,사진 촬영 및 처리업,상업용 사진 촬영업,1,,,상업용 사진 촬영업,73302.0,상업용 사진 촬영업,M73302,
1636,1290.0,749400.0,749403.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,사진 촬영 및 처리업,7494.0,사진 촬영 및 처리업,사진 처리업,1.0,73303.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",733.0,사진 촬영 및 처리업,7330.0,사진 촬영 및 처리업,사진 처리업,1,,,사진 처리업,73303.0,사진 처리업,M73303,
1637,1290.0,749400.0,749403.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,사진 촬영 및 처리업,7494.0,사진 촬영 및 처리업,사진 처리업,1.0,73303.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",733.0,사진 촬영 및 처리업,7330.0,사진 촬영 및 처리업,사진 처리업,1,,,  ,75912.0,복사업,M75912,
1638,1291.0,749902.0,749902.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업",번역 및 통역 서비스업,1.0,73902.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업",번역 및 통역 서비스업,1,,,번역 및 통역서비스업,73902.0,번역 및 통역서비스업,M73902,
1639,1292.0,749903.0,749903.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,1.0,73903.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,2,2.0,사업 재산권 중개업,사업 및 무형 재산권 중개업,73903.0,사업 및 무형 재산권 중개업,M73903,
1640,1293.0,749910.0,749910.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,전문 디자인업,7499.0,전문 디자인업,시각 디자인업,1.0,73203.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",732.0,전문 디자인업,7320.0,전문 디자인업,시각 디자인업,1,,,시각 디자인업,73203.0,시각 디자인업,M73203,
1641,1294.0,749911.0,749911.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업",매니저업,1.0,73901.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업",매니저업,1,,,매니저업,73901.0,매니저업,M73901,
1642,1295.0,749902.0,749912.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업","물품 감정, 계량 및 견본 추출업",1.0,73904.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업","물품 감정, 계량 및 견본 추출업",1,,,"물품 감정, 계량 및 견본 추출업",73904.0,"물품 감정, 계량 및 견본 추출업",M73904,
1643,1296.0,749910.0,749914.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,전문 디자인업,7499.0,전문 디자인업,인테리어 디자인업,1.0,73201.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",732.0,전문 디자인업,7320.0,전문 디자인업,인테리어 디자인업,1,,,인테리어 디자인업,73201.0,인테리어 디자인업,M73201,
1644,1297.0,749910.0,749915.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,전문 디자인업,7499.0,전문 디자인업,제품 디자인업,1.0,73202.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",732.0,전문 디자인업,7320.0,전문 디자인업,제품 디자인업,1,,,제품 디자인업,73202.0,제품 디자인업,M73202,
1645,1298.0,749910.0,749916.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,전문 디자인업,7499.0,전문 디자인업,"패션, 섬유류 및 기타 전문 디자인업",1.0,73209.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",732.0,전문 디자인업,7320.0,전문 디자인업,"패션, 섬유류 및 기타 전문 디자인업",1,,,"패션, 섬유류 및 기타 전문 디자인업",73209.0,기타 전문 디자인업,M73209,
1646,1299.0,749939.0,749939.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",1.0,73909.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업","그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",1,,,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",73909.0,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업",M73909,
1647,1300.0,749934.0,749941.0,M,"전문, 과학 및 기술 서비스업",74.0,"기타 전문, 과학 및 기술 서비스업",749.0,"그 외 기타 전문, 과학 및 기술 서비스업",7499.0,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,1.0,73903.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",739.0,"그 외 기타 전문, 과학 및 기술 서비스업",7390.0,"그 외 기타 전문, 과학 및 기술 서비스업",사업 및 무형 재산권 중개업,2,2.0,무형 재산권 중개업,사업 및 무형 재산권 중개업,73903.0,사업 및 무형 재산권 중개업,M73903,
1648,1301.0,749939.0,749942.0,M,"전문, 과학 및 기술 서비스업",74.0,전문 서비스업,749.0,기타 전문 서비스업,7499.0,기타 전문 서비스업,기타 전문 서비스업,1.0,71600.0,M,"전문, 과학 및 기술 서비스업",71.0,전문 서비스업,716.0,기타 전문 서비스업,7160.0,기타 전문 서비스업,기타 전문 서비스업,1,,,기타 전문 서비스업,75919.0,기타 사무지원 서비스업,M75919,
1649,1302.0,852000.0,852000.0,M,"전문, 과학 및 기술 서비스업",85.0,"기타 전문, 과학 및 기술 서비스업",852.0,수의업,8520.0,수의업,수의업,1.0,73100.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",731.0,수의업,7310.0,수의업,수의업,1,,,수의업,73100.0,수의업,M73100,
1650,1303.0,930904.0,930904.0,M,"전문, 과학 및 기술 서비스업",93.0,"기타 전문, 과학 및 기술 서비스업",930.0,사진 촬영 및 처리업,9309.0,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,1.0,73301.0,M,"전문, 과학 및 기술 서비스업",73.0,"기타 전문, 과학 및 기술 서비스업",733.0,사진 촬영 및 처리업,7330.0,사진 촬영 및 처리업,인물 사진 및 행사용 영상 촬영업,2,,예식사진촬영업,인물 사진 및 행사용 영상 촬영업,73301.0,인물 사진 및 행사용 비디오 촬영업,M73301,
1651,1304.0,143200.0,143200.0,N,"사업시설 관리, 사업 지원 및 임대 서비스업",14.0,임대업; 부동산 제외,143.0,무형 재산권 임대업,1432.0,무형 재산권 임대업,무형 재산권 임대업,1.0,76400.0,N,"사업시설 관리, 사업 지원 및 임대 서비스업",76.0,임대업; 부동산 제외,764.0,무형 재산권 임대업,7640.0,무형 재산권 임대업,무형 재산권 임대업,3,,조광료,무형재산권 임대업,69400.0,무형재산권 임대업,N69400,
